userid,vroot
10002,Knowledge Base|/kb
33911,End User Produced View|/athome
33917,Windows95 Support|/windowssupport
33917,Windows 95|/windows95
33917,Microsoft.com Search|/search
33919,Internet Explorer|/ie
33920,SQL Server|/sql
33921,Knowledge Base|/kb
33921,Microsoft.com Search|/search
33922,Support Desktop|/support
33922,NT Server Support|/ntserversupport
33923,Internet Explorer|/ie
33924,Games|/games
33926,Products |/products
33928,MS Office Support|/msofficesupport
33928,Support Desktop|/support
33929,Microsoft.com Search|/search
33930,Microsoft.com Search|/search
33931,Microsoft.com Search|/search
33936,isapi|/isapi
33938,Internet Explorer|/ie
33940,Job Openings|/jobs
33942,Free Downloads|/msdownload
33942,International IE content|/ie_intl
33945,Free Downloads|/msdownload
33946,Products |/products
33947,Free Downloads|/msdownload
33950,Developer Workshop|/workshop
33951,regwiz|/regwiz
33951,Office Free Stuff|/officefreestuff
33952,Windows NT Server|/ntserver
33952,Support Desktop|/support
33952,Knowledge Base|/kb
33954,Windows Family of OSs|/windows
33954,Windows NT Workstation|/ntworkstation
33958,MS Office Development|/officedev
33959,Internet Explorer|/ie
33963,Free Downloads|/msdownload
33965,Microsoft.com Search|/search
33966,Windows Family of OSs|/windows
33971,Free Downloads|/msdownload
33971,NetMeeting|/netmeeting
33971,Microsoft.com Search|/search
33975,SiteBuilder Network Membership|/sbnmember
33978,Internet Explorer|/ie
33981,Microsoft.com Search|/search
33985,regwiz|/regwiz
33985,Support Desktop|/support
33987,Internet Site Construction for Developers|/sitebuilder
33989,Microsoft.com Search|/search
33992,Support Desktop|/support
33994,Windows Family of OSs|/windows
33994,Microsoft.com Search|/search
34003,International IE content|/ie_intl
34004,Microsoft.com Search|/search
34007,Free Downloads|/msdownload
34007,MSHome Kids Stuff|/kids
34007,Internet Site Construction for Developers|/sitebuilder
34007,MS Word News|/word
34009,Microsoft.com Search|/search
34010,Microsoft Press|/mspress
34014,isapi|/isapi
34014,Windows NT Server|/ntserver
34015,MSHome Kids Stuff|/kids
34017,International IE content|/ie_intl
34018,Internet Explorer|/ie
34022,Developer Workshop|/workshop
34028,Products |/products
34030,Connecting Small Business|/smallbiz
34033,MS PowerPoint News|/powerpoint
34033,MS PowerPoint|/mspowerpoint
34034,MS Proxy Server|/proxy
34034,Products |/products
34034,BackOffice|/backoffice
34034,Games|/games
34036,Web Site Builder's Gallery|/gallery
34036,Products |/products
34037,Support Desktop|/support
34039,Developer Network|/msdn
34039,Music Producer|/musicproducer
34039,Visual C|/visualc
34040,Microsoft.com Search|/search
34042,Internet Explorer|/ie
34045,regwiz|/regwiz
34045,Internet Explorer|/ie
34046,Windows95 Support|/windowssupport
34046,Windows Family of OSs|/windows
34046,Microsoft.com Search|/search
34046,isapi|/isapi
34051,Free Downloads|/msdownload
34054,Internet Explorer|/ie
34056,Free Downloads|/msdownload
34056,Interactive Media Technologies|/imedia
34056,Knowledge Base|/kb
34056,For Developers Only Info|/developer
34057,MS Office Support|/msofficesupport
34057,Knowledge Base|/kb
34061,Windows 95|/windows95
34062,Games|/games
34067,Free Downloads|/msdownload
34069,Internet Explorer|/ie
34070,Internet Site Construction for Developers|/sitebuilder
34074,Free Downloads|/msdownload
34076,Internet Explorer|/ie
34084,isapi|/isapi
34085,Products |/products
34088,Developer Network|/msdn
34089,World Wide Offices|/worldwide
34090,Windows Family of OSs|/windows
34091,Knowledge Base|/kb
34091,isapi|/isapi
34093,Products |/products
34093,Developer Workshop|/workshop
34094,Internet Explorer|/ie
34097,Internet Explorer|/ie
34099,Products |/products
34102,Web Site Builder's Gallery|/gallery
34103,Games|/games
34105,Knowledge Base|/kb
34107,Windows Family of OSs|/windows
34107,Products |/products
34107,Knowledge Base|/kb
34107,Microsoft.com Search|/search
34108,Free Downloads|/msdownload
34109,Internet Explorer|/ie
34110,Windows Family of OSs|/windows
34111,Visual InterDev|/vinterdev
34114,Free Downloads|/msdownload
34115,Support Desktop|/support
34117,Java Strategy and Info|/java
34117,SiteBuilder Network Membership|/sbnmember
34118,International IE content|/ie_intl
34121,Internet Explorer|/ie
34126,Windows95 Support|/windowssupport
34126,Windows Family of OSs|/windows
34126,Internet Explorer|/ie
34128,Internet Site Construction for Developers|/sitebuilder
34131,Microsoft.com Search|/search
34133,Developer Media Development|/mediadev
34134,Corporate Desktop Evaluation|/organizations
34134,Windows CE|/windowsce
34135,SP Referral (ART)|/referral
34135,Support Desktop|/support
34140,Developer Workshop|/workshop
34140,Microsoft.com Search|/search
34143,Internet Explorer|/ie
34148,Free Downloads|/msdownload
34148,Microsoft.com Search|/search
34153,Windows Family of OSs|/windows
34154,Developer Workshop|/workshop
34155,Netherlands (Holland)|/netherlands
34156,Support Desktop|/support
34159,Products |/products
34161,Products |/products
34161,Internet Explorer|/ie
34163,Free Downloads|/msdownload
34163,Internet Explorer|/ie
34165,Internet Explorer|/ie
34165,MS PowerPoint|/mspowerpoint
34168,Microsoft.com Search|/search
34170,Support Desktop|/support
34174,Internet Site Construction for Developers|/sitebuilder
34175,Microsoft.com Search|/search
34179,Visual Basic|/vbasic
34181,Free Downloads|/msdownload
34182,Windows Family of OSs|/windows
34184,Microsoft Financial Forum|/msft
34187,Corporate Desktop Evaluation|/organizations
34189,regwiz|/regwiz
34189,Windows 32 bit developer|/win32dev
34189,Windows Family of OSs|/windows
34189,Microsoft.com Search|/search
34190,Internet Site Construction for Developers|/sitebuilder
34193,Windows95 Support|/windowssupport
34194,Free Downloads|/msdownload
34194,Windows95 Support|/windowssupport
34198,Internet News|/internet
34200,Canada|/canada
34201,Support Desktop|/support
34201,Knowledge Base|/kb
34201,Microsoft.com Search|/search
34203,Support Desktop|/support
34204,IIS Support|/infoservsupport
34204,Internet Explorer|/ie
34209,Free Downloads|/msdownload
34210,Products |/products
34210,Windows Family of OSs|/windows
34214,Developer Network|/msdn
34215,Visual C Support|/visualcsupport
34215,Support Desktop|/support
34215,Microsoft.com Search|/search
34218,MS PowerPoint|/mspowerpoint
34219,Microsoft.com Search|/search
34222,Job Openings|/jobs
34223,Knowledge Base|/kb
34224,Windows NT Workstation|/ntworkstation
34226,Free Downloads|/msdownload
34226,isapi|/isapi
34229,Support Desktop|/support
34232,Free Downloads|/msdownload
34232,promo|/promo
34236,Products |/products
34238,isapi|/isapi
34239,Microsoft.com Search|/search
34241,isapi|/isapi
34242,Interactive Media Technologies|/imedia
34243,Free Downloads|/msdownload
34243,Windows 95|/windows95
34243,Windows Family of OSs|/windows
34245,Taiwan|/taiwan
34246,South Africa|/southafrica
34250,Microsoft.com Search|/search
34253,MS Office Info|/office
34254,Knowledge Base|/kb
34254,Products |/products
34254,Microsoft.com Search|/search
34254,isapi|/isapi
34254,SiteBuilder Network Membership|/sbnmember
34254,Internet Site Construction for Developers|/sitebuilder
34257,Internet Explorer|/ie
34261,Knowledge Base|/kb
34262,Free Downloads|/msdownload
34262,Windows Family of OSs|/windows
34263,Support Desktop|/support
34264,Knowledge Base|/kb
34265,Clip Gallery Live|/clipgallerylive
34268,Windows 95|/windows95
34268,Products |/products
34272,Internet Explorer|/ie
34275,Internet Explorer|/ie
34279,Internet Explorer|/ie
34284,MS Word Support|/mswordsupport
34285,Knowledge Base|/kb
34291,Windows Family of OSs|/windows
34291,isapi|/isapi
34291,Internet Explorer|/ie
34294,Free Downloads|/msdownload
34294,Internet Development|/intdev
34294,Internet Information Server News|/infoserv
34294,Developer Workshop|/workshop
34296,SiteBuilder Network Membership|/sbnmember
34304,Products |/products
34305,isapi|/isapi
34309,Microsoft.com Search|/search
34310,Windows NT Server|/ntserver
34310,MS in Education|/education
34313,Internet Site Construction for Developers|/sitebuilder
34321,Visual Basic|/vbasic
34321,Free Downloads|/msdownload
34323,Windows Family of OSs|/windows
34324,FrontPage|/frontpage
34329,Microsoft.com Search|/search
34331,Internet Site Construction for Developers|/sitebuilder
34332,Support Desktop|/support
34335,Microsoft.com Search|/search
34336,Windows Family of OSs|/windows
34337,Products |/products
34337,Microsoft.com Search|/search
34338,Products |/products
34341,Internet Explorer|/ie
34342,Internet Explorer|/ie
34344,Products |/products
34344,Windows NT Workstation|/ntworkstation
34347,Internet Explorer|/ie
34350,International IE content|/ie_intl
34351,Internet Site Construction for Developers|/sitebuilder
34352,Internet Explorer|/ie
34363,Web Site Builder's Gallery|/gallery
34363,Internet Site Construction for Developers|/sitebuilder
34365,Internet Explorer|/ie
34367,Free Downloads|/msdownload
34367,Knowledge Base|/kb
34368,Internet Site Construction for Developers|/sitebuilder
34369,Windows Family of OSs|/windows
34370,Microsoft.com Search|/search
34372,ActiveX Technology Development|/activex
34374,Free Downloads|/msdownload
34377,Support Desktop|/support
34377,End User Produced View|/athome
34377,Internet Explorer|/ie
34379,Developer Network|/msdn
34379,Internet Site Construction for Developers|/sitebuilder
34379,Internet Information Server|/iis
34379,Developer Workshop|/workshop
34389,Support Desktop|/support
34390,Systems Management Server|/smsmgmt
34390,Windows NT Server|/ntserver
34390,Exchange|/exchange
34392,Internet Explorer|/ie
34405,Windows Family of OSs|/windows
34407,regwiz|/regwiz
34407,Internet Explorer|/ie
34412,Canada|/canada
34416,isapi|/isapi
34416,Internet Explorer|/ie
34420,International IE content|/ie_intl
34421,Windows NT Server|/ntserver
34421,SiteBuilder Network Membership|/sbnmember
34422,regwiz|/regwiz
34424,Internet Explorer|/ie
34425,Games|/games
34429,Support Desktop|/support
34429,isapi|/isapi
34430,Microsoft.com Search|/search
34434,Free Downloads|/msdownload
34436,Canada|/canada
34440,WorldWide Offices - US Districts|/usa
34440,Internet Explorer|/ie
34442,Free Downloads|/msdownload
34444,Knowledge Base|/kb
34449,Internet Explorer|/ie
34456,Free Downloads|/msdownload
34456,NetMeeting|/netmeeting
34457,Internet Development|/intdev
34458,Free Downloads|/msdownload
34458,Knowledge Base|/kb
34458,NT Server Support|/ntserversupport
34461,isapi|/isapi
34465,Free Downloads|/msdownload
34471,Microsoft.com Search|/search
34474,sports|/sports
34474,Products |/products
34477,SQL Server|/sql
34477,Products |/products
34477,Internet Information Server|/iis
34477,Internet Explorer|/ie
34480,Training|/train_cert
34480,isapi|/isapi
34481,UK|/uk
34483,Windows Family of OSs|/windows
34483,MS Word|/msword
34485,Products |/products
34485,Free Downloads|/msdownload
34485,MS Office Info|/office
34485,Support Desktop|/support
34486,Corporate Desktop Evaluation|/organizations
34487,isapi|/isapi
34489,Free Downloads|/msdownload
34489,Knowledge Base|/kb
34489,Support Desktop|/support
34489,isapi|/isapi
34494,Internet Site Construction for Developers|/sitebuilder
34494,Developer Workshop|/workshop
34494,OutLook|/outlook
34497,Free Downloads|/msdownload
34498,isapi|/isapi
34499,Microsoft.com Search|/search
34500,Industry Marketing Information (Vertical)|/industry
34500,Microsoft.com Search|/search
34504,Microsoft.com Search|/search
34512,Internet Site Construction for Developers|/sitebuilder
34512,Products |/products
34512,Support Desktop|/support
34512,Windows NT Workstation|/ntworkstation
34514,Free Downloads|/msdownload
34515,Microsoft.com Search|/search
34521,Windows NT Server|/ntserver
34521,Windows Family of OSs|/windows
34521,Internet Information Server|/iis
34529,Free Downloads|/msdownload
34529,France|/france
34531,Microsoft.com Search|/search
34533,Microsoft.com Search|/search
34534,Free Downloads|/msdownload
34535,Internet Explorer|/ie
34536,Internet Explorer|/ie
34537,Training|/train_cert
34540,Games|/games
34542,Free Downloads|/msdownload
34542,Visual C|/visualc
34543,Office Free Stuff|/officefreestuff
34543,MS PowerPoint News|/powerpoint
34546,Windows95 Support|/windowssupport
34551,Products |/products
34551,Knowledge Base|/kb
34552,Windows Family of OSs|/windows
34552,promo|/promo
34552,Microsoft.com Search|/search
34554,Free Downloads|/msdownload
34555,isapi|/isapi
34563,Microsoft.com Search|/search
34565,Games|/games
34566,Office Reference|/officereference
34566,Internet Explorer|/ie
34569,Free Downloads|/msdownload
34569,SP Referral (ART)|/referral
34572,isapi|/isapi
34572,Microsoft.com Search|/search
34573,Internet Explorer|/ie
34574,Microsoft.com Search|/search
34575,regwiz|/regwiz
34576,Microsoft.com Search|/search
34577,Windows NT Server|/ntserver
34578,VBA Development|/vba
34579,Microsoft.com Search|/search
34583,Games|/games
34584,Knowledge Base|/kb
34591,Windows95 Support|/windowssupport
34591,Microsoft.com Search|/search
34593,Windows 95|/windows95
34594,FrontPage Support|/frontpagesupport
34594,Job Openings|/jobs
34595,Windows95 Support|/windowssupport
34595,Support Desktop|/support
34596,Windows Family of OSs|/windows
34598,Knowledge Base|/kb
34600,Windows Family of OSs|/windows
34600,Knowledge Base|/kb
34600,isapi|/isapi
34602,Developer Network|/msdn
34602,Corporate Desktop Evaluation|/organizations
34602,Free Downloads|/msdownload
34604,Office Reference|/officereference
34605,MS Office Info|/office
34605,Internet Explorer|/ie
34609,Microsoft.com Search|/search
34612,Free Downloads|/msdownload
34617,Internet Security Framework|/security
34618,Free Downloads|/msdownload
34619,Free Downloads|/msdownload
34620,Developer Workshop|/workshop
34620,Knowledge Base|/kb
34622,Corporation Information|/corpinfo
34622,Microsoft Financial Forum|/msft
34627,isapi|/isapi
34628,Support Desktop|/support
34628,Microsoft.com Search|/search
34630,Free Downloads|/msdownload
34631,Support Desktop|/support
34632,Free Downloads|/msdownload
34634,MS Access Support|/msaccesssupport
34637,France|/france
34639,MS Word News|/word
34642,Free Downloads|/msdownload
34644,Microsoft.com Search|/search
34646,isapi|/isapi
34653,Free Downloads|/msdownload
34656,Free Downloads|/msdownload
34657,Germany|/germany
34662,NetMeeting|/netmeeting
34662,Internet Explorer|/ie
34664,Windows Family of OSs|/windows
34664,MS Office Info|/office
34668,Internet Explorer|/ie
34669,isapi|/isapi
34670,isapi|/isapi
34671,Training|/train_cert
34674,Internet Explorer|/ie
34676,Games|/games
34677,MS Office|/msoffice
34677,Knowledge Base|/kb
34677,Microsoft.com Search|/search
34679,SiteBuilder Network Specs & Standards|/standards
34679,Developer Workshop|/workshop
34679,isapi|/isapi
34684,Office Free Stuff|/officefreestuff
34686,Developer Media Games|/gamesdev
34687,Java Strategy and Info|/java
34690,Free Downloads|/msdownload
34692,Internet Explorer|/ie
34694,Internet Explorer|/ie
34695,Internet Site Construction for Developers|/sitebuilder
34700,Microsoft Solution Providers|/msp
34700,Training|/train_cert
34701,Visual Studio|/vstudio
34701,MS Access Support|/msaccesssupport
34702,Free Downloads|/msdownload
34708,MS Office Info|/office
34709,Products |/products
34709,Knowledge Base|/kb
34710,Internet Site Construction for Developers|/sitebuilder
34713,Support Desktop|/support
34714,Visual InterDev|/vinterdev
34714,Visual C|/visualc
34714,Media Manager|/mediamanager
34714,OLE Development|/oledev
34716,Developer Network|/msdn
34716,Microsoft.com Search|/search
34716,Internet Site Construction for Developers|/sitebuilder
34717,Free Downloads|/msdownload
34717,Web Site Builder's Gallery|/gallery
34717,Internet Explorer|/ie
34721,N. American Automap|/automap
34722,Products |/products
34723,Microsoft Press|/mspress
34724,Internet Explorer|/ie
34726,Support Desktop|/support
34727,Free Downloads|/msdownload
34729,Games|/games
34732,Internet Explorer|/ie
34733,MS Office|/msoffice
34734,Microsoft.com Search|/search
34736,IE Support|/iesupport
34736,Jakarta|/visualj
34738,Free Downloads|/msdownload
34738,Internet Explorer|/ie
34743,Free Downloads|/msdownload
34743,WorldWide Offices - US Districts|/usa
34743,Products |/products
34743,Internet Information Server|/iis
34743,Internet Explorer|/ie
34744,Support Desktop|/support
34746,Windows95 Support|/windowssupport
34749,Internet Explorer|/ie
34750,Microsoft.com Search|/search
34754,Microsoft.com Search|/search
34755,Free Downloads|/msdownload
34755,Interactive Media Technologies|/imedia
34755,Internet Explorer|/ie
34758,Internet Explorer|/ie
34760,Products |/products
34760,Free Downloads|/msdownload
34760,Windows Family of OSs|/windows
34768,NetMeeting|/netmeeting
34768,Internet Explorer|/ie
34770,IE Support|/iesupport
34770,Microsoft.com Search|/search
34771,Games|/games
34773,Free Downloads|/msdownload
34773,Internet Explorer|/ie
34775,Free Downloads|/msdownload
34775,Web Site Builder's Gallery|/gallery
34775,IE Support|/iesupport
34775,MS Word News|/word
34775,End User Produced View|/athome
34775,isapi|/isapi
34777,Windows CE|/windowsce
34778,Denmark|/danmark
34779,OLE Development|/oledev
34786,Repository|/repository
34789,Internet Explorer|/ie
34793,India|/india
34794,Connecting Small Business|/smallbiz
34796,IE Support|/iesupport
34796,Internet Explorer|/ie
34798,MS Word|/msword
34801,Products |/products
34801,Internet Explorer|/ie
34802,Microsoft.com Search|/search
34805,Visual Studio|/vstudio
34811,Free Downloads|/msdownload
34816,Knowledge Base|/kb
34816,Internet Explorer|/ie
34818,Interactive Media Technologies|/imedia
34818,Internet Explorer|/ie
34819,Job Openings|/jobs
34829,Support Desktop|/support
34831,MS Office Info|/office
34833,Windows Family of OSs|/windows
34841,Windows Family of OSs|/windows
34842,Free Downloads|/msdownload
34844,SiteBuilder Network Membership|/sbnmember
34847,isapi|/isapi
34847,Internet Site Construction for Developers|/sitebuilder
34850,Knowledge Base|/kb
34853,Products |/products
34853,MS Office Info|/office
34853,Microsoft.com Search|/search
34854,VBScript Development|/vbscript
34855,Job Openings|/jobs
34855,isapi|/isapi
34856,Windows 95|/windows95
34857,Products |/products
34858,Windows Family of OSs|/windows
34859,IE Support|/iesupport
34863,Support Desktop|/support
34865,Internet Explorer|/ie
34867,Internet Explorer|/ie
34867,Office Free Stuff|/officefreestuff
34869,Free Downloads|/msdownload
34869,MS Excel|/excel
34870,Free Downloads|/msdownload
34871,MS Office|/msoffice
34872,Products |/products
34872,Microsoft.com Search|/search
34874,MS Office Info|/office
34876,Windows NT Server|/ntserver
34876,End User Produced View|/athome
34883,Knowledge Base|/kb
34889,Training|/train_cert
34890,Internet Explorer|/ie
34892,Support Desktop|/support
34893,Internet Service Providers|/isp
34895,Internet Explorer|/ie
34897,Support Desktop|/support
34903,N. American Automap|/automap
34906,Microsoft.com Search|/search
34906,Internet Explorer|/ie
34907,IE Support|/iesupport
34907,isapi|/isapi
34909,isapi|/isapi
34910,Australia|/australia
34914,Internet Explorer|/ie
34918,Internet Explorer|/ie
34920,Free Downloads|/msdownload
34920,Internet Explorer|/ie
34925,Windows 95|/windows95
34925,Windows Family of OSs|/windows
34925,MS Office Info|/office
34926,Web Site Builder's Gallery|/gallery
34927,Microsoft.com Search|/search
34928,Sweden|/sverige
34928,Microsoft.com Search|/search
34929,International IE content|/ie_intl
34931,Internet Development|/intdev
34931,ActiveX Technology Development|/activex
34931,Products |/products
34932,Internet Explorer|/ie
34943,isapi|/isapi
34944,Free Downloads|/msdownload
34944,Windows Family of OSs|/windows
34946,Internet Explorer|/ie
34948,Free Downloads|/msdownload
34949,Microsoft.com Search|/search
34951,Internet Development|/intdev
34952,Microsoft.com Search|/search
34960,Access Development|/accessdev
34964,regwiz|/regwiz
34964,Office Free Stuff|/officefreestuff
34966,Free Downloads|/msdownload
34968,Windows Family of OSs|/windows
34974,Developer Workshop|/workshop
34975,Italy|/italy
34980,Web Site Builder's Gallery|/gallery
34980,Windows Family of OSs|/windows
34982,Products |/products
34986,Developer Media Development|/mediadev
34990,Windows NT Server|/ntserver
34990,Products |/products
34991,Internet Explorer|/ie
34992,MS Project|/project
34994,Internet Site Construction for Developers|/sitebuilder
34995,regwiz|/regwiz
35001,Windows Family of OSs|/windows
35002,Internet Explorer|/ie
35003,Windows Family of OSs|/windows
35009,Internet Security Framework|/security
35013,Knowledge Base|/kb
35017,Free Downloads|/msdownload
35018,ODBC Development|/odbc
35018,Service Advantage|/servad
35021,Free Downloads|/msdownload
35021,Windows Family of OSs|/windows
35023,Free Downloads|/msdownload
35024,Italy|/italy
35024,Products |/products
35026,Windows 95|/windows95
35026,Knowledge Base|/kb
35031,Germany|/germany
35031,Intranet Strategy|/intranet
35031,Visual C|/visualc
35031,Internet Explorer|/ie
35032,Excel|/msexcel
35032,MS Office Development|/officedev
35032,isapi|/isapi
35033,Free Downloads|/msdownload
35036,Free Downloads|/msdownload
35040,Industry Marketing Information (Vertical)|/industry
35040,NT Workstation Support|/ntwkssupport
35041,Free Downloads|/msdownload
35043,IIS Support|/infoservsupport
35045,Office Free Stuff|/officefreestuff
35046,isapi|/isapi
35051,Excel|/msexcel
35052,End User Produced View|/athome
35053,TechNet (World Wide Web Edition)|/technet
35054,IIS Support|/infoservsupport
35054,Internet Information Server|/iis
35055,Microsoft.com Search|/search
35057,Free Downloads|/msdownload
35059,Taiwan|/taiwan
35061,Windows NT Workstation|/ntworkstation
35066,Products |/products
35067,Games Support|/gamessupport
35067,Support Desktop|/support
35069,Support Desktop|/support
35069,Microsoft.com Search|/search
35072,Products |/products
35072,Windows Family of OSs|/windows
35072,Internet Site Construction for Developers|/sitebuilder
35078,isapi|/isapi
35083,isapi|/isapi
35084,Games|/games
35086,regwiz|/regwiz
35087,Free Downloads|/msdownload
35088,Windows Family of OSs|/windows
35088,MS Office|/msoffice
35088,Products |/products
35089,Games|/games
35090,Developer Workshop|/workshop
35091,Microsoft.com Search|/search
35095,Free Downloads|/msdownload
35095,Knowledge Base|/kb
35096,Windows Family of OSs|/windows
35097,Support Desktop|/support
35097,Internet Explorer|/ie
35097,isapi|/isapi
35099,Microsoft.com Search|/search
35100,Windows NT Server|/ntserver
35104,Windows Family of OSs|/windows
35104,isapi|/isapi
35105,Licenses and Piracy|/licenses
35107,MS Excel|/excel
35107,isapi|/isapi
35107,MS Word News|/word
35110,Java Strategy and Info|/java
35110,Developer Network|/msdn
35110,MS PowerPoint News|/powerpoint
35110,Internet Security Framework|/security
35110,SiteBuilder Network Membership|/sbnmember
35112,Internet Development|/intdev
35113,Microsoft.com Search|/search
35114,Windows Family of OSs|/windows
35116,Products |/products
35116,Internet Explorer|/ie
35119,Free Downloads|/msdownload
35121,Internet Site Construction for Developers|/sitebuilder
35124,Web Site Builder's Gallery|/gallery
35124,Internet Site Construction for Developers|/sitebuilder
35129,Free Downloads|/msdownload
35131,Internet Explorer|/ie
35133,Free Downloads|/msdownload
35134,Free Downloads|/msdownload
35139,Germany|/germany
35141,Windows Family of OSs|/windows
35142,Products |/products
35142,MS Office|/msoffice
35145,MS Excel|/excel
35147,Microsoft Home Essentials|/homeessentials
35148,Internet Site Construction for Developers|/sitebuilder
35152,isapi|/isapi
35153,Web Site Builder's Gallery|/gallery
35154,Products |/products
35154,Windows 95|/windows95
35157,Windows 95|/windows95
35157,MS Office Info|/office
35158,Windows95 Support|/windowssupport
35161,Support Desktop|/support
35162,Support Desktop|/support
35163,BackOffice|/backoffice
35165,Internet Explorer|/ie
35165,Ireland|/ireland
35169,Products |/products
35169,Support Desktop|/support
35172,Microsoft.com Search|/search
35175,Products |/products
35175,IE Support|/iesupport
35175,MS Word News|/word
35175,MS Publisher|/publisher
35176,Internet Explorer|/ie
35178,Free Downloads|/msdownload
35179,sports|/sports
35184,Internet Explorer|/ie
35190,Free Downloads|/msdownload
35192,Internet Site Construction for Developers|/sitebuilder
35196,NetMeeting|/netmeeting
35201,Free Downloads|/msdownload
35201,Internet Explorer|/ie
35204,Germany|/germany
35204,Microsoft.com Search|/search
35205,Java Strategy and Info|/java
35205,Free Downloads|/msdownload
35213,Products |/products
35214,Internet Site Construction for Developers|/sitebuilder
35216,Support Desktop|/support
35219,Internet Site Construction for Developers|/sitebuilder
35220,Free Downloads|/msdownload
35221,Job Openings|/jobs
35224,Free Downloads|/msdownload
35226,Free Downloads|/msdownload
35227,Games|/games
35229,Windows NT Server|/ntserver
35232,Free Downloads|/msdownload
35232,Microsoft.com Search|/search
35234,Products |/products
35234,ActiveX Technology Development|/activex
35237,Windows CE|/windowsce
35237,isapi|/isapi
35238,Microsoft.com Search|/search
35244,MS Office Info|/office
35244,Office Free Stuff|/officefreestuff
35246,Corporate Desktop Evaluation|/organizations
35246,MS TeamManager|/teammanager
35247,End User Produced View|/athome
35249,Products |/products
35250,Office Free Stuff|/officefreestuff
35255,Products |/products
35257,UK|/uk
35257,Products |/products
35259,Internet Explorer|/ie
35264,Internet Explorer|/ie
35270,isapi|/isapi
35272,Windows Family of OSs|/windows
35273,International IE content|/ie_intl
35277,Office Free Stuff|/officefreestuff
35280,Microsoft.com Search|/search
35284,MS Office|/msoffice
35287,Free Downloads|/msdownload
35288,Games|/games
35291,Microsoft.com Search|/search
35292,International IE content|/ie_intl
35296,MS Office Info|/office
35297,Free Downloads|/msdownload
35299,MS Proxy Server|/proxy
35303,NT Workstation Support|/ntwkssupport
35305,Job Listings for Pre-Grads|/college
35314,Corporation Information|/corpinfo
35314,Macintosh Office|/macoffice
35315,Microsoft.com Search|/search
35316,Internet Explorer|/ie
35319,Products |/products
35319,Transaction Server|/transaction
35320,SiteBuilder Network Membership|/sbnmember
35321,Internet Explorer|/ie
35324,Products |/products
35325,Authorized Technical Education Center Program|/atec
35326,Windows Family of OSs|/windows
35328,Windows Hardware Development|/hwdev
35329,Spain|/spain
35329,isapi|/isapi
35331,Developer Workshop|/workshop
35333,Web Site Builder's Gallery|/gallery
35333,Internet Site Construction for Developers|/sitebuilder
35335,MS Office Info|/office
35336,MS Office Info|/office
35337,Microsoft.com Search|/search
35338,Free Downloads|/msdownload
35341,Microsoft.com Search|/search
35342,Benelux Region|/benelux
35347,Free Downloads|/msdownload
35347,Internet Site Construction for Developers|/sitebuilder
35350,Free Downloads|/msdownload
35350,Internet Explorer|/ie
35352,Games|/games
35353,Source Safe Support|/ssafesupport
35358,Free Downloads|/msdownload
35358,Microsoft.com Search|/search
35362,NT Workstation Support|/ntwkssupport
35370,Internet Site Construction for Developers|/sitebuilder
35373,Web Site Builder's Gallery|/gallery
35377,Web Site Builder's Gallery|/gallery
35379,FrontPage|/frontpage
35380,Products |/products
35384,Microsoft.com Search|/search
35387,Support Desktop|/support
35387,Knowledge Base|/kb
35390,Free Downloads|/msdownload
35390,Support Desktop|/support
35391,Microsoft.com Search|/search
35393,Internet Explorer|/ie
35394,Internet Explorer|/ie
35395,Products |/products
35396,Free Downloads|/msdownload
35407,Internet Explorer|/ie
35410,Free Downloads|/msdownload
35413,Free Downloads|/msdownload
35415,Microsoft.com Search|/search
35418,Free Downloads|/msdownload
35418,Internet Explorer|/ie
35423,Knowledge Base|/kb
35427,Developer Network|/msdn
35427,VBScript Development|/vbscript
35428,Job Openings|/jobs
35430,NT Server Support|/ntserversupport
35432,Support Desktop|/support
35436,Windows CE|/windowsce
35440,Internet Explorer|/ie
35442,End User Produced View|/athome
35446,International IE content|/ie_intl
35447,Free Downloads|/msdownload
35447,isapi|/isapi
35448,Support Desktop|/support
35449,SiteBuilder Network Membership|/sbnmember
35452,Internet Explorer|/ie
35458,Developer Network|/msdn
35460,Internet Explorer|/ie
35461,Free Downloads|/msdownload
35463,Free Downloads|/msdownload
35463,MS PowerPoint News|/powerpoint
35466,Microsoft.com Search|/search
35468,Corporate Desktop Evaluation|/organizations
35471,Anti Piracy Information|/piracy
35471,Volume Purchasing Options|/select
35471,Microsoft.com Search|/search
35476,Products |/products
35478,Microsoft.com Search|/search
35481,SiteBuilder Network Membership|/sbnmember
35481,Knowledge Base|/kb
35482,Free Downloads|/msdownload
35485,Germany|/germany
35486,Free Downloads|/msdownload
35488,isapi|/isapi
35489,IE Support|/iesupport
35489,Windows Family of OSs|/windows
35489,Games|/games
35490,Microsoft.com Search|/search
35493,NetMeeting|/netmeeting
35493,Internet Explorer|/ie
35495,Internet Explorer|/ie
35496,Free Downloads|/msdownload
35499,ActiveX Technology Development|/activex
35500,Products |/products
35502,Developer Workshop|/workshop
35505,Developer Network|/msdn
35505,Visual InterDev|/vinterdev
35507,Developer Network|/msdn
35508,Support Desktop|/support
35510,Internet Explorer|/ie
35511,MS Site Builder Workshop|/activeplatform
35513,Virtual Reality Markup Language|/vrml
35514,Windows95 Support|/windowssupport
35514,Support Desktop|/support
35515,Products |/products
35516,MS Access|/access
